D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_250.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_250.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_250.jpg, 0, 0.1245831, 0, 0.08658002
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_351.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_351.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_351.jpg, 0, 0.4298889, 0, 0.4346471
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_452.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_452.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_452.jpg, 0, 0.7266398, 0, 1.078951
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_553.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_553.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_553.jpg, -0.1209438, 1, 0, 2.202949
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_655.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_655.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_655.jpg, -0.1626318, 1, 0, 3.366585
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_758.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_758.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_758.jpg, 0, 1, 0, 4.538639
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_859.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_859.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_859.jpg, 0, 1, 0, 5.699036
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_19_960.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_19_960.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_19_960.jpg, 0, 1, 0, 6.848324
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_062.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_062.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_062.jpg, 0, 1, 0, 7.986464
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_164.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_164.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_164.jpg, -0.1917789, 1, 0, 9.104534
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_264.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_264.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_264.jpg, -0.4920456, 1, 0, 10.15493
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_364.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_364.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_364.jpg, -0.7922575, 1, 0, 11.12433
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_466.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_466.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_466.jpg, -0.9697936, 1, 0, 12.12702
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_567.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_567.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_567.jpg, -0.6707583, 0.8913234, 0, 12.76466
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_669.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_669.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_669.jpg, -0.3113404, 1, 0, 14.24912
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_771.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_771.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_771.jpg, -0.006596163, 1, 0, 15.42874
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_873.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_873.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_873.jpg, 0.0275742, 1, 0, 16.37465
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_20_973.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_20_973.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_20_973.jpg, 0.318681, 1, 0, 17.40056
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_074.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_074.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_074.jpg, 0.1507848, 1, 0, 18.37554
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_176.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_176.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_176.jpg, 0, 1, 0, 19.41988
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_276.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_276.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_276.jpg, -0.2823524, 1, 0, 20.35562
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_379.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_379.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_379.jpg, -0.185079, 1, 0, 21.31468
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_481.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_481.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_481.jpg, 0, 1, 0, 22.3018
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_581.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_581.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_581.jpg, 0, 1, 0, 23.27777
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_685.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_685.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_685.jpg, 0, 1, 0, 24.25465
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_786.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_786.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_786.jpg, -0.2743563, 1, 0, 25.1845
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_889.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_889.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_889.jpg, -0.5749803, 1, 0, 26.0984
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_21_990.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_21_990.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_21_990.jpg, -0.2700144, 1, 0, 27.00981
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_093.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_093.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_093.jpg, -0.0104961, 1, 0, 27.9431
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_194.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_194.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_194.jpg, -0.163332, 1, 0, 28.86683
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_295.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_295.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_295.jpg, 0, 1, 0, 29.78359
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_396.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_396.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_396.jpg, 0, 1, 0, 30.1903
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_496.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_496.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_496.jpg, 0.0779613, 1, 0, 30.18858
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_598.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_598.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_598.jpg, 0.1914213, 1, 0, 30.18316
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_699.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_699.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_699.jpg, -0.0116253, 1, 0, 30.1892
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_801.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_801.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_801.jpg, -0.2292834, 1, 0, 30.17292
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_22_903.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_22_903.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_22_903.jpg, 0, 1, 0, 30.18955
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_004.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_004.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_004.jpg, -0.1197405, 1, 0, 30.18813
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_107.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_107.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_107.jpg, -0.3082269, 1, 0, 30.17151
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_207.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_207.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_207.jpg, -0.09176163, 1, 0, 30.19074
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_311.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_311.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_311.jpg, -0.2078178, 1, 0, 30.18975
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_414.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_414.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_414.jpg, 0, 1, 0, 30.18856
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_515.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_515.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_515.jpg, 0, 1, 0, 30.19014
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_616.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_616.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_616.jpg, 0, 1, 0, 30.19032
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_719.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_719.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_719.jpg, -0.2870343, 1, 0, 30.17075
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_822.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_822.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_822.jpg, -0.03139744, 1, 0, 30.19057
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_23_925.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_23_925.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_23_925.jpg, -0.1907586, 1, 0, 30.18512
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_027.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_027.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_027.jpg, 0, 1, 0, 30.18956
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_129.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_129.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_129.jpg, 0, 1, 0, 30.19017
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_232.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_232.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_232.jpg, -0.0967515, 1, 0, 30.18854
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_333.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_333.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_333.jpg, -0.2890561, 1, 0, 30.1717
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_435.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_435.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_435.jpg, -0.08170897, 1, 0, 30.19021
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_538.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_538.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_538.jpg, -0.3569584, 1, 0, 30.16942
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_639.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_639.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_639.jpg, -0.05207027, 1, 0, 30.19092
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_740.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_740.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_740.jpg, 0, 1, 0, 30.18976
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_841.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_841.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_841.jpg, 0, 1, 0, 30.19031
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_24_943.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_24_943.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_24_943.jpg, 0.2636325, 1, 0, 30.17081
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_044.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_044.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_044.jpg, 0.0002984451, 1, 0, 30.18946
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_145.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_145.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_145.jpg, -0.153948, 1, 0, 30.18032
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_244.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_244.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_244.jpg, -0.1620117, 1, 0, 30.18727
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_347.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_347.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_347.jpg, 0, 1, 0, 30.18975
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_448.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_448.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_448.jpg, 0, 1, 0, 30.19048
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_551.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_551.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_551.jpg, 0, 1, 0, 30.19029
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_654.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_654.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_654.jpg, 0, 1, 0, 30.19064
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_756.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_756.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_756.jpg, 0, 1, 0, 30.19029
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_859.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_859.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_859.jpg, 0, 1, 0, 30.19033
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_25_962.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_25_962.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_25_962.jpg, 0, 1, 0, 30.19029
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_064.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_064.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_064.jpg, -0.1889151, 1, 0, 30.18077
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_165.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_165.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_165.jpg, 0, 1, 0, 30.1899
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_266.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_266.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_266.jpg, -0.1814352, 1, 0, 30.18349
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_368.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_368.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_368.jpg, -0.06243813, 1, 0, 30.19098
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_471.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_471.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_471.jpg, -0.122916, 1, 0, 30.18865
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_574.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_574.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_574.jpg, -0.2172507, 1, 0, 30.18506
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_674.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_674.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_674.jpg, 0, 1, 0, 30.18886
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_775.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_775.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_775.jpg, -0.0328761, 1, 0, 30.19028
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_875.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_875.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_875.jpg, -0.3322671, 1, 0, 30.16632
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_26_975.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_26_975.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_26_975.jpg, -0.1263267, 1, 0, 30.19183
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_077.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_077.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_077.jpg, -0.07226311, 1, 0, 30.19022
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_179.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_179.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_179.jpg, -0.3782965, 1, 0, 30.16379
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_281.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_281.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_281.jpg, -0.4368436, 1, 0, 30.17343
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_383.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_383.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_383.jpg, -0.1333366, 1, 0, 30.19372
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_486.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_486.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_486.jpg, 0, 1, 0, 30.18853
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_589.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_589.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_589.jpg, 0, 1, 0, 30.18965
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_693.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_693.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_693.jpg, 0.058761, 1, 0, 30.18919
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_792.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_792.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_792.jpg, 0.2444661, 1, 0, 30.17322
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_894.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_894.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_894.jpg, 0, 1, 0, 30.18835
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_27_995.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_27_995.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_27_995.jpg, 0, 1, 0, 30.18985
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_28_097.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_28_097.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_28_097.jpg, -0.0359286, 1, 0, 30.18907
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_28_199.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_28_199.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_28_199.jpg, 0, 1, 0, 30.18986
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_28_302.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_28_302.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_28_302.jpg, 0, 1, 0, 30.18985
D:\data_udacity_seft_driving\IMG\center_2024_05_17_15_38_28_405.jpg, D:\data_udacity_seft_driving\IMG\left_2024_05_17_15_38_28_405.jpg, D:\data_udacity_seft_driving\IMG\right_2024_05_17_15_38_28_405.jpg, 0, 1, 0, 30.19043
